rank,neuron_index,beta_state0,abs_beta
1,11,-0.4410341602203364,0.4410341602203364
2,84,-0.4278779231145001,0.4278779231145001
3,50,-0.42617416577187894,0.42617416577187894
4,54,0.39208655221667443,0.39208655221667443
5,24,-0.3882061558041797,0.3882061558041797
6,10,0.38777120647237895,0.38777120647237895
7,34,0.37095222921226306,0.37095222921226306
8,81,0.36169524437862305,0.36169524437862305
9,96,-0.3541822778025449,0.3541822778025449
10,61,0.3487266496758332,0.3487266496758332
11,86,0.3079215953400403,0.3079215953400403
12,17,-0.30177156309468794,0.30177156309468794
13,51,-0.2631755725873193,0.2631755725873193
14,44,0.2557335663173628,0.2557335663173628
15,47,0.2527140492220454,0.2527140492220454
16,12,-0.24664053382507845,0.24664053382507845
17,3,0.24428893905992527,0.24428893905992527
18,41,-0.2428168538100208,0.2428168538100208
19,99,0.24231452358504466,0.24231452358504466
20,116,-0.22144258772941866,0.22144258772941866
21,60,-0.21769526937477182,0.21769526937477182
22,88,0.2170644311982508,0.2170644311982508
23,97,-0.21693261717281329,0.21693261717281329
24,33,-0.21013967979615325,0.21013967979615325
25,93,-0.20479569186860158,0.20479569186860158
26,31,0.20477782146407592,0.20477782146407592
27,14,-0.20395583041772122,0.20395583041772122
28,72,0.20304839161980168,0.20304839161980168
29,101,0.1974440320715128,0.1974440320715128
30,80,0.19353051360497409,0.19353051360497409
31,2,-0.1915389158672275,0.1915389158672275
32,4,-0.1893946941378956,0.1893946941378956
33,30,0.17883402288532935,0.17883402288532935
34,23,0.1741384099764439,0.1741384099764439
35,115,0.17304909281020453,0.17304909281020453
36,38,0.17303061551603405,0.17303061551603405
37,100,0.17040904792255876,0.17040904792255876
38,66,-0.16914982418015748,0.16914982418015748
39,67,0.16838083725158942,0.16838083725158942
40,26,0.16680635599587942,0.16680635599587942
41,15,0.1642426061424168,0.1642426061424168
42,90,-0.1612736337151449,0.1612736337151449
43,63,0.1453140606854882,0.1453140606854882
44,65,-0.14317532421157766,0.14317532421157766
45,122,0.14234018149471767,0.14234018149471767
46,49,-0.14179463339423523,0.14179463339423523
47,43,-0.13327446079847763,0.13327446079847763
48,22,0.12780300843958461,0.12780300843958461
49,25,0.12648279048980798,0.12648279048980798
50,68,-0.12537425000728084,0.12537425000728084
51,35,-0.12457990890438365,0.12457990890438365
52,52,-0.12186508813162406,0.12186508813162406
53,29,0.11634693407323392,0.11634693407323392
54,46,-0.11580160112203669,0.11580160112203669
55,119,-0.11453701429317019,0.11453701429317019
56,27,-0.11378147722744834,0.11378147722744834
57,16,-0.11216285370824991,0.11216285370824991
58,76,0.10895660480810906,0.10895660480810906
59,5,0.10820042484044849,0.10820042484044849
60,40,-0.10266529168216398,0.10266529168216398
61,114,0.101889000898844,0.101889000898844
62,78,-0.10164576733802173,0.10164576733802173
63,32,-0.10025179850837827,0.10025179850837827
64,91,-0.09939846470852723,0.09939846470852723
65,0,-0.09705499811277506,0.09705499811277506
66,57,-0.09568093412345631,0.09568093412345631
67,69,-0.09559207837455956,0.09559207837455956
68,121,-0.09463114228464037,0.09463114228464037
69,36,0.0937222841781286,0.0937222841781286
70,56,0.09227793514243583,0.09227793514243583
71,107,0.09153862288715767,0.09153862288715767
72,39,-0.08788495619772439,0.08788495619772439
73,104,0.08603148605242167,0.08603148605242167
74,20,0.08243857866692512,0.08243857866692512
75,117,0.0786304125124323,0.0786304125124323
76,37,-0.075908974907355,0.075908974907355
77,94,-0.07241354878219769,0.07241354878219769
78,58,0.06990511603814846,0.06990511603814846
79,106,0.06972481288020449,0.06972481288020449
80,75,0.06404216592490687,0.06404216592490687
